Product Name,Product Price,Product MRP,Product Star,Product Ratings,Product Reviews,Product Processor,Product RAM,Product Storage
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,159990,179990,4.4,7  , 0 ,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP OMEN Intel Core i9 13th Gen 13900HX,271500,277278,0,0,0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
MSI Pulse 17 Intel Core i9 13th Gen 13900H,159990,207990,5,6  , 0 ,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS TUF Gaming A15 (2024) with 90Whr Battery AMD Ryzen 7 Octa Core 5800H,92500,107990,4.4,362  , 34 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 (2024) Intel Core i5 10th Gen 10200H,52000,70990,4.4,7012  , 668 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Pulse 17 Intel Core i7 13th Gen 13700H,128990,172990,4.7,26  , 4 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP OMEN Intel Core i5 13th Gen 13420H,89990,118169,4.3,106  , 13 ,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,159990,179990,4.4,7  , 0 ,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 5800H,104990,195890,4.5,93  , 8 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,1305  , 125 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
HP Chromebook (2024) MediaTek MT8183,13990,34554,3.8,4127  , 431 ,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 Inch) Display
Acer Predator Helios 16 2024 Intel Core i9 14th Gen 14900HX,199999,0,0,0,0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,125990,143990,4.4,13  , 3 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
Acer Intel Celeron Dual Core N4500,17990,40000,3.6,82  , 9 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS TUF Gaming F15,57990,75990,4.4,209  , 24 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H,65990,98990,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 (2024) Intel Core i5 10th Gen 10200H,52000,70990,4.4,7012  , 668 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Katana 15 Intel Core i5 12th Gen 12450H,87990,99990,4.5,17  , 1 ,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook Pro 15 OLED AMD Ryzen 5 Dual Core 10th Gen AMD Ryzen 5 5600H,59990,115330,4.5,2  , 2 ,AMD Ryzen 5 Dual Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Katana 17 Intel Core i9 13th Gen 13900H,159990,0,0,0,0,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Zephyrus G14 (2023) with 76WHr Battery AI Powered AMD Ryzen 9 Octa Core 7940HS,139990,209990,4,7  , 0 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
Lenovo LOQ Intel Core i7 13th Gen 13620H,104730,153890,4.2,152  , 26 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
Acer Predator Helios 300 Intel Core i7 11th Gen 11800H,91990,149999,4.4,505  , 77 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD
Acer Nitro V Intel Core i5 13th Gen 13420H,56990,78999,4.2,247  , 26 ,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD
HP Pavilion Plus Intel Core i7 13th Gen 13700H,109900,143922,0,0,0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,1 TB SSD
HP OMEN 16 ARM Ryzen 7 Octa Core,111990,144641,4.7,3  , 0 ,ARM Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
HP OMEN Intel Core i9 13th Gen 13900HX,271500,277278,0,0,0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen 12700H,94990,153890,4.5,17  , 2 ,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 Octa Core 7840HS,99990,153890,4.9,7  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
MSI Stealth 16 AI Studio Intel Core Ultra 7 155H,199990,229990,0,0,0,Intel Core Ultra 7 Processor,32 GB DDR5 RAM,1 TB SSD
Acer Predator Helios Neo 16 2024 Intel Core i7 14th Gen 14700HX,149999,157999,4.3,3  , 0 ,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
HP Pavilion Plus Intel Core i7 13th Gen 13700H,114999,143922,0,0,0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,1 TB SSD
ASUS Vivobook Pro 15 For Creator AMD Ryzen 5 Hexa Core 5600HS,58990,78990,3.8,10  , 1 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP Victus Intel Core i5 12th Gen 12450H,56990,77566,0,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Acer Aspire 5 Gaming Intel Core i5 12th Gen 1240P,51890,89999,4.1,60  , 5 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen 12700H,94990,153890,4.5,17  , 2 ,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Stealth 16 AI Studio Intel Core Ultra 7 155H,199990,229990,0,0,0,Intel Core Ultra 7 Processor,32 GB DDR5 RAM,1 TB SSD
Lenovo LOQ Intel Core i7 13th Gen 13620H,104730,153890,4.2,152  , 26 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
HP Victus Intel Core i7 13th Gen 13700H,94990,127764,4.5,64  , 9 ,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Katana 15 Intel Core i5 12th Gen 12450H,87990,99990,4.5,17  , 1 ,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H,65990,98990,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Pro AMD Ryzen 7 Octa Core 6800HS,89190,125890,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,512 GB SSD
MSI Titan GT77 Intel Core i9 13th Gen 13980HX,389990,548990,0,0,0,Intel Core i9 Processor (13th Gen),64 GB DDR5 RAM,2 TB SSD
HP Intel Core i5 11th Gen,54999,82000,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI GP76 Intel Core i7 11th Gen 11800H,135875,201990,4.4,29  , 6 ,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
HP Victus Intel Core i7 12th Gen 12650H,77900,101278,4.3,182  , 17 ,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H,65990,98990,0,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Pro 15 OLED AMD Ryzen 5 Dual Core 10th Gen AMD Ryzen 5 5600H,59990,115330,4.5,2  , 2 ,AMD Ryzen 5 Dual Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X13 with RTX 3080 eGPU AMD Ryzen 9 Octa Core AMD R9,149990,350990,4.8,9  , 0 ,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X RAM,1 TB SSD
Acer Nitro V Intel Core i5 13th Gen 13420H,56990,78999,4.2,247  , 26 ,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD
Acer Swift X Intel Core i7 11th Gen 11390H,89507,134999,0,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,1 TB SSD
DELL G15,79880,102317,4.1,14  , 1 ,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
Infinix GT Book Intel Core i5 13th Gen 13420H,79990,129990,4.3,9  , 3 ,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,512 GB SSD
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H,61249,81999,4.2,104  , 11 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Victus AMD Ryzen 7 Octa Core 5800H,78500,105000,4.4,19  , 1 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H,139990,185990,4.3,7  , 0 ,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS TUF Dash F15 Intel Core i7 12th Gen 12650H,91500,128990,4.5,217  , 22 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo Legion Slim 5 AI Powered AMD Ryzen 7 Octa Core 7840HS,99990,153890,4.9,7  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo LOQ 2024 Intel Core i7 13th Gen 13650HX,103990,146890,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP OMEN Intel Core i7 13th Gen 13700HX,151990,176108,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
HP Victus Intel Core i5 11th Gen 11400H,58990,69999,4.2,57  , 4 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP OMEN Intel Core Ultra 7 155H,169990,191668,0,0,0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD
ASUS ROG Strix G15 (2024) AMD Ryzen 9 Octa Core R9,102990,129990,4.5,916  , 97 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS TUF Gaming F15,55990,77990,1,3  , 0 ,Intel Core i5 Processor (11th Gen),32 GB DDR4 RAM,512 GB SSD
Acer Nitro 5 (2024) Intel Core i7 12th Gen 12650H,102990,181999,4.4,721  , 69 ,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
MSI Thin 15 Intel Core i5 13th Gen 13420H,82990,0,0,0,0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
Acer Predator Helios Neo 16 2024 Intel Core i7 14th Gen 14700HX,149999,157999,4.3,3  , 0 ,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Zephyrus G14 (2023) with 76WHr Battery AI Powered AMD Ryzen 9 Octa Core 7940HS,139990,209990,4,7  , 0 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Intel Intel Core i5 11th Gen 11300H,52200,80000,4.1,47  , 10 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Katana 17 Intel Core i7 13th Gen 13700H,149990,0,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP Victus Intel Core i5 12th Gen 12450H,54990,77566,4.4,445  , 39 ,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 9 2024 Intel Core i9 14th Gen 14900HX,459990,647390,0,0,0,Intel Core i9 Processor (14th Gen),64 GB DDR5 RAM,2 TB SSD
MSI GF Thin Series Intel Core i5 11th Gen Tiger Lake i5,63990,84990,0,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Intel Core i7 12th Gen 12650H,87700,113926,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming A16 Advantage Edition (2024) with 90WHr Battery AI Powered AMD Ryzen 9 Octa Core 7940...,135990,161990,4.8,6  , 0 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
Acer Nitro 5 (2023) AMD Ryzen 7 Octa Core 7735HS,71900,108990,4.4,40  , 5 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
HP Victus Intel Core i7 12th Gen,77999,99999,0,0,0,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Intel Core i7 13th Gen 1355U,124990,132727,0,0,0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,512 GB SSD
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 4600H,52500,76890,4.3,410  , 48 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD
ASUS Intel Core i5 10th Gen,53990,80990,4.7,6  , 0 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD
HP Victus Intel Core i5 12th Gen 12450H,67499,84500,4.3,158  , 8 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS Vivobook 16X (2024) For Creator Intel H,78490,116990,4.2,74  , 9 ,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Acer AMD Ryzen 5 Hexa Core 6600H,73039,119999,0,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,1 TB SSD
Acer Nitro Intel Core i5 11th Gen 11400H,74699,85000,3.9,47  , 4 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP AMD Ryzen 5 Hexa Core,60999,79000,0,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Legion 5 AMD Ryzen 7 Octa Core 5800H,99990,162290,4.3,94  , 18 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F17 Intel Core i5 11th Gen 11400H,55499,80990,4,5  , 0 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 5 2024 Intel Core i7 14th Gen 14650HX,144990,196590,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Intel Core i5 12th Gen,85490,100945,3.2,5  , 2 ,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
ASUS TUF Gaming F15,58990,81990,4.1,30  , 0 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD
MSI Bravo 15 AMD Ryzen 7 Octa Core 7735HS,79990,83990,4.8,9  , 4 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo Legion 7i Intel Core i7 10th Gen 10875H,126590,279890,3.8,10  , 3 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS TUF Gaming F15 Intel Core i5 12th Gen i5,78990,105990,4.3,36  , 1 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Pro 15 OLED Intel Core i5 12th Gen 12450H,77999,110990,4.4,190  , 23 ,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
Lenovo Lenvo Legion Pro 7 2024 Intel Core i9 14th Gen 14900HX,372490,500390,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD
MSI Thin 15 Intel Core i7 12th Gen 12650H,89990,0,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS AMD Ryzen 7 Octa Core,75990,108990,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS Intel Core i5,75000,139000,0,0,0,Intel Core i5 Processor,16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Intel Core i5 13th Gen 13450HX,72990,96791,4.1,14  , 1 ,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,512 GB SSD
Acer Nitro 5 Intel Core i5 12th Gen 12500H,72899,109900,4.5,129  , 16 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Omen AI Powered AMD Ryzen 7 Octa Core 7840HS,103990,133317,4,43  , 7 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
GIGABYTE AERO 5 KE4 Intel Core i7 12th Gen 12700H,113890,163953,3.8,4  , 0 ,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS Vivobook Pro 14 OLED (2024) AMD Ryzen 7 Octa Core AMD R7,82490,129990,4.5,599  , 59 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,1305  , 125 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
HP Chromebook (2024) MediaTek MT8183,13990,34554,3.8,4127  , 431 ,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 Inch) Display
HP Victus Intel Core i5 12th Gen 12450H,56990,75142,4.1,114  , 6 ,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Omen Intel Core i9 12th Gen 12900HX,313990,344736,5,2  , 1 ,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,2 TB SSD
Lenovo LOQ 2024 Intel Core i7 13th Gen 13650HX,92990,123090,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX,292999,347990,4.7,3  , 0 ,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD
Acer Intel Celeron Dual Core N4500,17990,40000,3.6,82  , 9 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,19990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
Acer Aspire 5 Intel Core i5 13th Gen,52990,89999,0,0,0,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 9 2023 Intel Core i9 13th Gen 13980HX,449990,629890,0,0,0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD
Acer Intel Celeron Dual Core N4500,33999,0,3.8,172  , 12 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H,63990,68811,4.3,268  , 32 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Omen Intel Core i7 13th Gen 13620H,124990,146134,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Flow X16 (2024) with 90Whr Battery AMD Ryzen 9 Octa Core 6900HS,180990,254990,3.8,4  , 0 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook Pro 15 For Creator AMD Ryzen 5 Hexa Core 5600HS,58990,78990,3.8,10  , 1 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP 360 Intel Celeron Quad Core N4120,18990,31156,4,1124  , 95 ,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP 360 Intel Celeron Dual Core N4120,18990,32295,3.9,1165  , 106 ,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
ALIENWARE Intel Core i7 10th Gen 10750H,253990,293080,4,5  , 2 ,NVIDIA GeForce RTX 2070,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits","Tobii-eye tracking to track head pose, presence, fine gaze and eye position"
ASUS Intel Core i7 12th Gen 12700H,95223,119990,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
Acer Intel Core i3 13th Gen 1315U,59990,64999,0,0,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD
Lenovo Ideapad Slim 3 MediaTek Kompanio 520,21990,28690,3.7,161  , 12 ,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
MSI Katana 17 Intel Core i7 13th Gen 13620H,89990,123990,4.7,16  , 3 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 4600H,52500,76890,4.3,410  , 48 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD
HP Victus Intel Core i5 11th Gen 11400H,55400,84419,4.3,816  , 81 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL AMD Ryzen 7 Octa Core 6800H,93831,157867,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
MSI Katana 17 Intel Core i7 13th Gen 13620H,89990,123990,4.7,16  , 3 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS,104990,117990,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 (2024) Intel Core i5 11th Gen 11320H,50990,84999,4.3,5206  , 474 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Cyborg 15 Intel Core i7 12th Gen 12650H,79990,97990,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G15 (2024) AMD Ryzen 7 Octa Core AMD R7,66990,90990,4.5,2063  , 260 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS TUF Dash F15 (2024) Intel Core i5 11th Gen 11300H,71990,129990,4.4,334  , 41 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix Scar 16 (2024) Intel Core i9 14th Gen 14900HX,292999,347990,4.7,3  , 0 ,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD
MSI Katana GF66 Intel Core i5 12th Gen 12450H,72990,95990,0,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Victus Intel Core i5 12th Gen 12450H,59990,84763,4.1,114  , 6 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Victus AMD Ryzen 7 Octa Core 5800H,69000,86547,4.3,110  , 16 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
MSI Vector GP78 Intel Core i9 13th Gen 13980HX,344990,409990,0,0,0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD
