Product Name,Product Price,Product MRP,Product Star,Product Ratings,Product Reviews,Product Processor,Product RAM,Product Storage
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H,219990,279990,3.7,3  , 1 ,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
MSI Pulse 15 Intel Core i7 13th Gen 13700H,126990,190990,4.7,12  , 2 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H,54099,85000,3.7,10  , 0 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Alienware Intel Core i7 13th Gen 13650HX,146990,227990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Intel Core i7 7th Gen 7700HQ,107079,146490,3,2  , 1 ,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System
ASUS VivoBook Gaming Intel Core i5 9th Gen 9300H,72250,81990,4.3,120  , 26 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Strix G16 (2023) Intel Intel Core i5 13th Gen 13450HX,92500,125990,4.4,154  , 15 ,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Intel Core i5 11th Gen,52299,81000,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX,99900,121000,4.5,690  , 75 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
Acer Predator (2024) Intel Core i7 13th Gen 13700HX,157990,191999,4.2,10  , 4 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
MSI Thin 15 Intel Core i7 13th Gen 13620H,73990,81990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
DELL G15,99990,135020,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery AMD Ryzen 7 Octa Core 6800HS,123830,170990,4.7,18  , 1 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,1305  , 125 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
HP Chromebook (2024) MediaTek MT8183,13990,34554,3.8,4127  , 431 ,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 Inch) Display
HP Victus AMD Ryzen 7 Octa Core 5800H,69838,104914,4.4,32  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
DELL G15 Intel Core i5 10th Gen 10200H,65990,78014,4.3,350  , 28 ,NVIDIA GeForce GTX 1650,"15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits",Game shift key for Turbo boost of power
MSI GF63 Intel Core i5 11th Gen 11260H,50990,70990,4.2,1277  , 131 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Sword 16 HX Intel Core i7 14th Gen 14700HX,154990,173990,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
Acer Intel Celeron Dual Core N4500,17990,40000,3.6,82  , 9 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,19990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
HP Omen AMD Ryzen 7 Octa Core 7840HS,109990,130894,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Intel Core i5 11th Gen,52299,81000,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Acer Intel Celeron Dual Core N4500,33999,0,3.8,172  , 12 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H,52499,77990,4.4,70  , 5 ,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Victus Intel Core i5 11th Gen 11400H,55400,84419,4.3,816  , 81 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 5 2024 Intel Core i7 14th Gen 14650HX,167990,238590,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
Acer Nitro AMD Ryzen 5 Hexa Core 5600H,57990,89999,4.5,511  , 73 ,Free upgrade to Windows 11 when available,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System
HP 360 Intel Celeron Quad Core N4120,18990,31156,4,1124  , 95 ,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP 360 Intel Celeron Dual Core N4120,18990,32295,3.9,1165  , 106 ,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
Lenovo Intel Core i5 11th Gen,58850,60000,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H,219990,279990,3.7,3  , 1 ,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
Acer Intel Core i3 13th Gen 1315U,59990,64999,0,0,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD
Lenovo Ideapad Slim 3 MediaTek Kompanio 520,21990,28690,3.7,161  , 12 ,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
Acer Predator Helios 300 (2024) Intel Core i9 12th Gen 12900H,114490,179999,4.5,125  , 18 ,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Zephyrus G15 AMD Ryzen 9 Octa Core AMD R9,131900,189990,4.1,101  , 20 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
Acer Predator (2023) Intel Core i9 13th Gen 13900HX,178990,207999,4.4,82  , 9 ,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Intel Core i5 13450HX,89649,123927,4.5,8  , 2 ,Intel Core i5 Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H,52499,77990,4.4,70  , 5 ,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion 5 2024 Intel Core i7 14th Gen 14650HX,167990,238590,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS ROG Zephyrus G14 with 76WHr Battery AMD Ryzen 9 Octa Core 5900HS,133005,181990,4,14  , 6 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS TUF Gaming F17 (2022) with 90Whr Battery Intel Core i7 12th Gen 12700H,113500,165990,4.3,96  , 16 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
HP Victus Intel Core i5 11th Gen 11400H,55400,84419,4.3,816  , 81 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5600H,68999,104890,3.8,16  , 5 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 10th Gen,64750,75999,4,6  , 0 ,AMD Ryzen 5 Hexa Core Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Intel Core i9 12th Gen 12900H,172999,235000,3.8,6  , 0 ,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
Lenovo Ideapad Gaming 3 (2024) AMD Ryzen 7 Octa Core 5800H,70990,99990,4.5,785  , 93 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
MSI Thin 15 Intel Core i5 12th Gen 12450H,54990,70990,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Victus Intel Core i5 11th Gen 11400H,57490,75990,4.3,816  , 81 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Stealth 17 Intel Core i7 13th Gen 13700H,269990,347990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,2 TB SSD
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H,219990,279990,3.7,3  , 1 ,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
ASUS Intel Core i5,75000,139000,0,0,0,Intel Core i5 Processor,16 GB DDR4 RAM,512 GB SSD
HP OMEN Intel Core i7 11th Gen 11800H,79900,134535,3.5,8  , 2 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
ASUS AMD Ryzen 5 Octa Core 10th Gen,61500,98990,0,0,0,AMD Ryzen 5 Octa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 with 90WHr Battery Intel H,95899,155990,4.4,191  , 27 ,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
MSI Vector GP68 Intel Core i9 13th Gen 13980HX,284990,335990,0,0,0,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD
HP OMEN Intel Core i7 13th Gen 13700HX,200490,232314,4.3,8  , 2 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP OMEN Intel Core i7 12th Gen 12700H,125990,189900,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL AMD Ryzen 7 Octa Core AMD R7,103298,149187,3.6,14  , 2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP OMEN AMD Ryzen 7 Octa Core AMD R7,106900,152535,4.4,57  , 6 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
MSI Thin 15 Intel Core i5 13th Gen 13420H,68990,76990,0,0,0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
Acer Nitro 5 AMD Ryzen 5 Hexa Core AMD R5,56990,91000,4.3,330  , 39 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 (2024) AMD Ryzen 7 Octa Core AMD R7,68990,118990,4.4,175  , 15 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
MSI Thin 15 Intel Core i7 12th Gen 12650H,71990,80990,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X13 (2024) AMD Ryzen 7 Octa Core 6800HS,120990,201990,4.7,6  , 1 ,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5 RAM,1 TB SSD
ASUS TUF Gaming A15 with 90Whr Battery AMD Ryzen 7 Octa Core 6800H,107850,175990,4.2,30  , 0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
ASUS VivoBook Pro 14 OLED AMD Ryzen 7 Octa Core 5800H,87400,123990,4.5,599  , 59 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
Acer Nitro AMD Ryzen 7 Octa Core 7735HS,88990,101999,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
ASUS Intel Core i5 11th Gen,59990,89990,0,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 16X For Creator Intel H,74990,116990,5,4  , 0 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
MSI Katana 17 Intel Core i7 13th Gen 13620H,88990,117990,3.5,4  , 0 ,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX,109990,263990,4.6,11  , 1 ,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD
HP Pavilion Gaming Intel Core i7 11th Gen 11370H,81990,113800,4.3,12  , 1 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Intel Core i5 12th Gen 12450H,67999,99500,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 (2024) Intel Core i5 11th Gen 11300H,64990,99290,4.3,448  , 46 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming A17 with 90Whr Battery AMD Ryzen 7 Octa Core AMD R7,84100,96600,4.4,1481  , 137 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming A16 Advantage Edition (2024) with 90WHr Battery AI Powered AMD Ryzen 9 Octa Core 7940...,135990,161990,4.8,6  , 0 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
Acer Intel Core i7 13th Gen,76990,84990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Alienware Intel Core i7 12th Gen 12700H,179483,320926,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
DELL Alienware Intel Core i7 12th Gen 12700H,199990,391378,0,0,0,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
ASUS TUF Gaming F15 Intel Core i7 10th Gen 10870H,72999,120000,4.5,15  , 3 ,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Strix G15 (2021) AMD Ryzen 5 Hexa Core AMD R5,87990,114989,4.5,129  , 19 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD
Acer Nitro AMD Ryzen 7 Octa Core 7735HS,89999,0,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
HP OMEN Intel Core Ultra 7 155H,170990,192386,0,0,0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD
Acer Nitro 5 Intel Core i5 12th Gen 12500H,63990,99999,4.1,62  , 7 ,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo LOQ 2024 Intel Core i7 14th Gen 14700HX,125990,172090,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
MSI Thin 15 Intel Core i7 13th Gen 13620H,91990,103990,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 (2024) AMD Ryzen 7 Octa Core AMD R7,66960,103490,4.5,785  , 93 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
Acer Nitro 16 AMD Ryzen 7 Octa Core,95890,131999,0,0,0,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,512 GB SSD
Acer Nitro 5 AMD Ryzen 5 Hexa Core 5600H,105999,129999,4,3  , 1 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,1 TB HDD|512 GB SSD
Lenovo Legion 5 (2024) Intel Core i7 11th Gen 11800H,79990,145000,4,85  , 15 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Intel Core i7 12th Gen,101900,121900,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
HP AMD Ryzen 5 Hexa Core 5th Gen,50800,77354,0,0,0,AMD Ryzen 5 Hexa Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD
HP OMEN Intel Core i7 13th Gen 13700HX,151990,176108,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
HP Victus Intel Core i5 13th Gen 13500H,105000,116463,0,0,0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
HP Victus AMD Ryzen 5 Hexa Core 5600H,56990,77132,4.2,32  , 0 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Acer Aspire 7 Intel Core i5 9th Gen 9300H,55490,79999,4.5,13826  , 2090 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD
HP OMEN Intel Core i7 13th Gen 13700HX,151990,176108,0,0,0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD
HP AMD Ryzen 5 Hexa Core 7535HS,62990,72300,0,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Lenovo Legion Pro 5 2024 Intel Core i7 14th Gen 14650HX,154990,216190,0,0,0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS Vivobook 14X OLED (2023) For Creator Intel H,70990,110990,4.2,132  , 15 ,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD
DELL G15 Intel Core i5 10th Gen 10200H,76716,103000,4.5,4  , 0 ,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core AMD R5,64419,99640,4.3,268  , 32 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS AMD Ryzen 5 Dual Core 5th Gen,54999,76990,4.5,16  , 2 ,AMD Ryzen 5 Dual Core Processor (5th Gen),8 GB DDR4 RAM,512 GB SSD
HP Omen Intel Core i5 7th Gen 7300HQ,68071,102551,0,0,0,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System
Acer Predator Helios 16 2024 Intel Core i9 14th Gen 14900HX,249999,256999,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 (2024) AMD Ryzen 7 Octa Core 5800H,83990,135990,4.5,14  , 2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming A17 (2022) with 90Whr Battery AMD Ryzen 7 Octa Core 6800HS,112999,153990,4,23  , 2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,1305  , 125 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
HP Chromebook (2024) MediaTek MT8183,13990,34554,3.8,4127  , 431 ,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 Inch) Display
MSI Stealth 14 AI Studio Intel Core Ultra 7 155H,189990,212990,0,0,0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H,62990,93690,4.3,448  , 46 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Acer Intel Celeron Dual Core N4500,17990,40000,3.6,82  , 9 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,19990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
HP AMD Ryzen 5 Quad Core,58400,86999,2.8,5  , 0 ,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Intel Core i7 12th Gen,101900,121900,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
HP Omen Intel Core i5 7th Gen 7300HQ,68071,102551,0,0,0,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System
ASUS AMD Ryzen 5 Hexa Core 10th Gen,53550,74999,4.7,6  , 0 ,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
Acer Intel Celeron Dual Core N4500,33999,0,3.8,172  , 12 ,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,35.56 cm (14 inch) Display
ASUS Chromebook Intel Celeron Dual Core N4500,15990,32990,3.8,741  , 78 ,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display
MSI Vector 17 HX Intel Core i9 14th Gen 14900HX,236990,269990,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD
Acer Aspire 7 (2023) Intel Core i5 12th Gen 12450H,63999,86999,4.2,104  , 11 ,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP 360 Intel Celeron Quad Core N4120,18990,31156,4,1124  , 95 ,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
HP 360 Intel Celeron Dual Core N4120,18990,32295,3.9,1165  , 106 ,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display
ASUS AMD Ryzen 7 Octa Core 10th Gen 5800H,68549,86990,0,0,0,AMD Ryzen 7 Octa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING F15 Intel Core i5 10th Gen i5,58900,82802,4.6,45  , 1 ,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS AMD Ryzen 7 Octa Core,73754,99500,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP AMD Ryzen 5 Hexa Core,54400,78000,5,1  , 1 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Acer Intel Core i3 13th Gen 1315U,59990,64999,0,0,0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5X RAM,256 GB SSD
Lenovo Ideapad Slim 3 MediaTek Kompanio 520,21990,28690,3.7,161  , 12 ,MediaTek Kompanio 520 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display
ASUS TUF Gaming A17 (2022) with 90Whr Battery AMD Ryzen 7 Octa Core 6800HS,112999,153990,4,23  , 2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
MSI Vector 17 HX Intel Core i9 14th Gen 14900HX,236990,269990,0,0,0,Intel Core i9 Processor (14th Gen),32 GB DDR5 RAM,2 TB SSD
HP Victus Intel Core i7 12th Gen 12650H,77900,101278,4.3,182  , 17 ,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP AMD Ryzen 5 Quad Core,58400,86999,2.8,5  , 0 ,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Legion 5 AMD Ryzen 5 Hexa Core 4600H,58500,91340,4,10  , 0 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo Legion 5 Pro Intel Core i7 12th Gen 12700H,144990,279890,3.3,6  , 0 ,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD
ASUS AMD Ryzen 7 Octa Core,73754,99500,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP Victus Gaming AMD Ryzen 5 Hexa Core 5600H,68500,72500,4.1,649  , 53 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
